[2025-12-02 15:16:07] [INFO    ] discord.client: logging in using static token
[2025-12-02 15:18:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:18:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:19:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:19:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:20:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:20:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:20:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:20:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:21:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:21:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:22:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:22:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:23:01] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:23:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:23:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:23:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:24:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:24:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:25:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:25:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:25:46] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:25:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:26:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:26:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:58:11] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-12-02 15:58:11] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-12-02 15:58:11] [DEBUG   ] discord.gateway: Websocket closed with 1006, attempting a reconnect.
[2025-12-02 15:58:11] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-12-02 15:58:11] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 15:58:12] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 15:58:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-wv0v",{"micros":0.0}]']}}
[2025-12-02 15:58:12] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-12-02 15:58:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 15:58:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-12-02 15:58:12] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-12-02 15:58:13] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-12-02 15:58:13] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 15:58:13] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 15:58:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-6sgv",{"micros":0.0}]']}}
[2025-12-02 16:15:54] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-12-02 16:15:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 16:15:55] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-12-02 16:15:55] [DEBUG   ] discord.gateway: Websocket closed with 1006, attempting a reconnect.
[2025-12-02 16:15:55] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-12-02 16:15:55] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 16:15:55] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 16:15:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-3s5v",{"micros":0.0}]']}}
[2025-12-02 16:15:55] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-12-02 16:15:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 16:15:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-12-02 16:15:55] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-12-02 16:15:55] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-12-02 16:15:55] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 16:15:56] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 16:15:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-p6xg",{"micros":0.0}]']}}
[2025-12-02 16:30:58] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-12-02 16:30:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 16:30:58] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-12-02 16:30:58] [DEBUG   ] discord.gateway: Websocket closed with 1006, attempting a reconnect.
[2025-12-02 16:30:58] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-12-02 16:30:58] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 16:30:58] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 16:30:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-mn27",{"micros":0.0}]']}}
[2025-12-02 16:30:58] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-12-02 16:30:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 16:30:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-12-02 16:30:58] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-12-02 16:30:59] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-12-02 16:30:59] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 16:30:59] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 16:30:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-h51d",{"micros":0.0}]']}}
[2025-12-02 16:48:28] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-12-02 16:48:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 16:48:28] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-12-02 16:48:28] [DEBUG   ] discord.gateway: Websocket closed with 1006, attempting a reconnect.
[2025-12-02 16:48:28] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-12-02 16:48:28] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 16:48:28] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 16:48:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-jbhs",{"micros":0.0}]']}}
[2025-12-02 16:48:28] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-12-02 16:48:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 16:48:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-12-02 16:48:29] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-12-02 16:48:29] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-12-02 16:48:29] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 16:54:21] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 16:54:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-lhcx",{"micros":0.0}]']}}
[2025-12-02 16:54:26] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-12-02 16:54:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 16:54:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'Golden_cat', 'primary_guild': None, 'mfa_enabled': False, 'id': '1442862200480989256', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '2671', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '572f6af84622d4609cf6b37523a115fd', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1442840006749323387'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['singapore', 'hongkong', 'india', 'japan', 'dubai'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1442862200480989256', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-c-lhcx",{"micros":189104,"calls":["id_created",{"micros":610,"calls":[]},"session_lookup_time",{"micros":223,"calls":[]},"session_lookup_finished",{"micros":9,"calls":[]},"discord-sessions-prd-2-116",{"micros":185123,"calls":["start_session",{"micros":139988,"calls":["discord-api-rpc-7d965664fc-gqn4d",{"micros":60266,"calls":["get_user",{"micros":23415},"get_guilds",{"micros":3238},"send_scheduled_deletion_message",{"micros":14},"guild_join_requests",{"micros":2},"authorized_ip_coro",{"micros":13},"pending_payments",{"micros":547},"apex_experiments",{"micros":71896},"user_activities",{"micros":7},"played_application_ids",{"micros":5},"linked_users",{"micros":3}]}]},"starting_guild_connect",{"micros":52,"calls":[]},"presence_started",{"micros":383,"calls":[]},"guilds_started",{"micros":57,"calls":[]},"lobbies_started",{"micros":0,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":44619,"calls":[]},"connect_finished",{"micros":44627,"calls":[]},"build_ready",{"micros":14,"calls":[]},"clean_ready",{"micros":0,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-12-02 16:54:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-02 16:54:27] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 572f6af84622d4609cf6b37523a115fd).
[2025-12-02 16:54:27] [DEBUG   ] discord.client: Dispatching event connect
[2025-12-02 16:54:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'members': [{'user': {'username': 'Golden_cat', 'public_flags': 0, 'primary_guild': None, 'id': '1442862200480989256', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2671', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1442865601583251479'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-25T13:12:46.657000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'stage_instances': [], 'large': False, 'latest_onboarding_question_id': None, 'safety_alerts_channel_id': None, 'public_updates_channel_id': None, 'max_video_channel_users': 25, 'profile': None, 'owner_id': '482422953263366144', 'preferred_locale': 'en-US', 'member_count': 2, 'application_command_counts': {}, 'activity_instances': [], 'mfa_level': 0, 'verification_level': 0, 'system_channel_flags': 0, 'max_stage_video_channel_users': 50, 'nsfw_level': 0, 'joined_at': '2025-11-25T13:12:46.657000+00:00', 'id': '1442840006749323387', 'roles': [{'version': 1764070264570, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1442840006749323387', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1764076366634, 'unicode_emoji': None, 'tags': {'bot_id': '1442862200480989256'}, 'position': 1, 'permissions': '563276639759424', 'name': 'Golden_cat', 'mentionable': False, 'managed': True, 'id': '1442865601583251479', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'name': "tasukete svarogu's server", 'default_message_notifications': 0, 'explicit_content_filter': 0, 'emojis': [], 'premium_features': None, 'embedded_activities': [], 'premium_subscription_count': 0, 'guild_scheduled_events': [], 'home_header': None, 'threads': [], 'vanity_url_code': None, 'channels': [{'version': 1764070264572, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1442840007629996133', 'flags': 0}, {'version': 1764070264575, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1442840007629996134', 'flags': 0}, {'version': 1764070264580, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1442840007629996133', 'name': 'general', 'last_message_id': '1445327687752351828', 'id': '1442840007629996135', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1764070264598, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1442840007629996134', 'name': 'General', 'last_message_id': None, 'id': '1442840007629996136', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'application_id': None, 'stickers': [], 'presences': [], 'premium_tier': 0, 'moderator_reporting': None, 'description': None, 'owner_configured_content_level': 0, 'rules_channel_id': None, 'voice_states': [], 'inventory_settings': None, 'nsfw': False, 'hub_type': None, 'discovery_splash': None, 'system_channel_id': '1442840007629996135', 'afk_channel_id': None, 'unavailable': False, 'region': 'deprecated', 'icon': '2110b0f6abf0a7af0ff7461b30a4fc4f', 'soundboard_sounds': [], 'afk_timeout': 300, 'lazy': True, 'premium_progress_bar_enabled': False, 'version': 1764070264606, 'incidents_data': None, 'max_members': 25000000, 'features': [], 'splash': None, 'banner': None}}
[2025-12-02 16:54:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-02 16:54:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '645c0338b6c324746e8115b418a313d1', 'members': [{'user': {'username': 'cuccucthanthanh', 'public_flags': 0, 'primary_guild': None, 'id': '482422953263366144', 'global_name': 'tasukete svarogu', 'display_name_styles': None, 'display_name': 'tasukete svarogu', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'fdd4317564f1e7015a29745b307a769f'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-25T11:31:04.487000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Golden_cat', 'public_flags': 0, 'primary_guild': None, 'id': '1442862200480989256', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2671', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1442865601583251479'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-25T13:12:46.657000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1442840006749323387', 'chunk_index': 0, 'chunk_count': 1}}
[2025-12-02 16:54:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-02 16:54:27] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1442840006749323387.
[2025-12-02 17:11:50] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-12-02 17:11:50] [DEBUG   ] discord.client: Dispatching event ready
[2025-12-02 17:22:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-12-02 17:22:22] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-12-02 17:22:22] [DEBUG   ] discord.gateway: Websocket closed with 1006, attempting a reconnect.
[2025-12-02 17:22:22] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-12-02 17:22:22] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 17:22:23] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 17:22:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-02nb",{"micros":0.0}]']}}
[2025-12-02 17:22:23] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-12-02 17:22:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 17:22:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-12-02 17:22:23] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-12-02 17:22:24] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-12-02 17:22:24] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 17:22:24] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 17:22:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-h51d",{"micros":0.0}]']}}
[2025-12-02 17:22:29] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-12-02 17:22:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 17:22:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'Golden_cat', 'primary_guild': None, 'mfa_enabled': False, 'id': '1442862200480989256', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '2671', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '6aeadc8a06458a5cc3297eaf8835eba3', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1442840006749323387'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['singapore', 'hongkong', 'india', 'japan', 'dubai'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1442862200480989256', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-c-h51d",{"micros":1736271,"calls":["id_created",{"micros":556,"calls":[]},"session_lookup_time",{"micros":158,"calls":[]},"session_lookup_finished",{"micros":10,"calls":[]},"discord-sessions-prd-2-149",{"micros":1735283,"calls":["start_session",{"micros":1706353,"calls":["discord-api-continuous-canary-rpc-544cbcfd9b-jxj5r",{"micros":1613610,"calls":["get_user",{"micros":41222},"get_guilds",{"micros":86839},"send_scheduled_deletion_message",{"micros":13},"guild_join_requests",{"micros":11},"authorized_ip_coro",{"micros":11},"pending_payments",{"micros":515},"apex_experiments",{"micros":65413},"user_activities",{"micros":5},"played_application_ids",{"micros":2},"linked_users",{"micros":2}]}]},"starting_guild_connect",{"micros":31,"calls":[]},"presence_started",{"micros":337,"calls":[]},"guilds_started",{"micros":66,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":28471,"calls":[]},"connect_finished",{"micros":28480,"calls":[]},"build_ready",{"micros":11,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-12-02 17:22:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-02 17:22:31] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 6aeadc8a06458a5cc3297eaf8835eba3).
[2025-12-02 17:22:31] [DEBUG   ] discord.client: Dispatching event connect
[2025-12-02 17:22:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'vanity_url_code': None, 'roles': [{'version': 1764070264570, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1442840006749323387', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1764076366634, 'unicode_emoji': None, 'tags': {'bot_id': '1442862200480989256'}, 'position': 1, 'permissions': '563276639759424', 'name': 'Golden_cat', 'mentionable': False, 'managed': True, 'id': '1442865601583251479', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'profile': None, 'emojis': [], 'system_channel_flags': 0, 'system_channel_id': '1442840007629996135', 'max_stage_video_channel_users': 50, 'application_command_counts': {}, 'premium_subscription_count': 0, 'guild_scheduled_events': [], 'joined_at': '2025-11-25T13:12:46.657000+00:00', 'application_id': None, 'discovery_splash': None, 'moderator_reporting': None, 'id': '1442840006749323387', 'embedded_activities': [], 'name': "tasukete svarogu's server", 'member_count': 2, 'large': False, 'threads': [], 'rules_channel_id': None, 'stage_instances': [], 'owner_id': '482422953263366144', 'splash': None, 'description': None, 'owner_configured_content_level': 0, 'latest_onboarding_question_id': None, 'premium_tier': 0, 'features': [], 'max_members': 25000000, 'default_message_notifications': 0, 'preferred_locale': 'en-US', 'afk_channel_id': None, 'incidents_data': None, 'hub_type': None, 'region': 'deprecated', 'premium_features': None, 'activity_instances': [], 'voice_states': [], 'lazy': True, 'max_video_channel_users': 25, 'nsfw_level': 0, 'unavailable': False, 'afk_timeout': 300, 'premium_progress_bar_enabled': False, 'members': [{'user': {'username': 'Golden_cat', 'public_flags': 0, 'primary_guild': None, 'id': '1442862200480989256', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2671', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1442865601583251479'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-25T13:12:46.657000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'verification_level': 0, 'safety_alerts_channel_id': None, 'explicit_content_filter': 0, 'presences': [], 'mfa_level': 0, 'nsfw': False, 'icon': '2110b0f6abf0a7af0ff7461b30a4fc4f', 'soundboard_sounds': [], 'public_updates_channel_id': None, 'version': 1764070264606, 'home_header': None, 'channels': [{'version': 1764070264572, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1442840007629996133', 'flags': 0}, {'version': 1764070264575, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1442840007629996134', 'flags': 0}, {'version': 1764070264580, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1442840007629996133', 'name': 'general', 'last_message_id': '1445327687752351828', 'id': '1442840007629996135', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1764070264598, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1442840007629996134', 'name': 'General', 'last_message_id': None, 'id': '1442840007629996136', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'inventory_settings': None, 'stickers': [], 'banner': None}}
[2025-12-02 17:22:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
